一级模块,二级模块,三级模块,四级模块,五级模块,功能点名称
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,模型使用相关案例展示
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,模型使用相关案例详情预览展示
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,用户偏好模型推荐列表展示
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,用户偏好模型推荐的详情预览展示
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,支持模型收藏
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,修改模型订阅状态
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,模型订阅、推荐模型-上架提示
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,模型快速分享-邮件分享\社交媒体分享
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,模型搜索统计-热度词统计\模型类别统计\模型任务统计
模型社区,模型存储和分享平台,模型存储和分享,模型搜索和浏览,模型浏览,模型搜索、订阅统计-模型发布数量统计（月、年）
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,模型版本管理,模型版本逻辑配置信息
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,模型版本管理,模型版本查询、筛选
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,模型版本管理,模型版本创建页面
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,模型版本管理,模型版本编辑
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,模型版本管理,模型版本删除
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,模型版本管理,模型版本回滚
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,模型版本管理,模型版本合并
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,版本历史管理,模型版本历史记录列表
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,版本历史管理,模型版本历史记录查询
模型社区,模型存储和分享平台,模型版本控制和管理,模型版本控制,版本历史管理,模型版本历史记录预览展示
模型社区,模型存储和分享平台,模型版本控制和管理,模型元数据管理,版本元数据,模型结构、模型超参数、模型训练数据集逻辑配置信息
模型社区,模型存储和分享平台,模型版本控制和管理,模型元数据管理,版本元数据,可视化元数据编制展示
模型社区,模型存储和分享平台,模型版本控制和管理,模型元数据管理,元数据许可,元数据许可信息展示
模型社区,模型存储和分享平台,模型版本控制和管理,模型元数据管理,元数据许可,查询元数据许可信息并展示
模型社区,模型存储和分享平台,模型版本控制和管理,模型元数据管理,元数据许可,元数据许可申请\审批\反馈
模型社区,模型存储和分享平台,模型版本控制和管理,模型元数据管理,元数据许可,元数据许可参数配置
模型社区,模型存储和分享平台,模型版本控制和管理,模型元数据管理,元数据许可,元数据许可节点编辑
模型社区,数据集标注与管理,数据标注管理,数据格式导入,,数据格式导入界面展示
模型社区,数据集标注与管理,数据标注管理,数据格式导入,,数据格式导入-文本\图像\视频\音频
模型社区,数据集存储和分享平台,数据集管理界面,数据集浏览,,在界面上展示数据集的名称\大小\类型\创建时间
模型社区,数据集存储和分享平台,数据集管理界面,数据集浏览,,用户通过数据集名称进行搜索
模型社区,数据集存储和分享平台,数据集管理界面,数据集浏览,,用户通过数据集类型进行搜索
模型社区,数据集存储和分享平台,数据集管理界面,数据集浏览,,用户通过创建时间进行搜索
模型社区,数据集存储和分享平台,数据集管理界面,数据集浏览,,用户通过编辑数据集状态-启用\禁用过滤
模型社区,数据集存储和分享平台,数据集管理界面,数据集编辑,,用户对数据集进行重命名
模型社区,数据集存储和分享平台,数据集管理界面,数据集编辑,,用户修改数据集的描述信息
模型社区,数据集存储和分享平台,数据集管理界面,数据集编辑,,用户启用或禁用数据集
模型社区,数据集存储和分享平台,数据集管理界面,数据集编辑,,用户删除不需要的数据集
模型社区,数据集存储和分享平台,数据集管理界面,标注任务管理,,界面上展示标注任务的当前状态
模型社区,数据集存储和分享平台,数据集管理界面,标注任务管理,,界面上展示标注任务的进度
模型社区,数据集存储和分享平台,数据集管理界面,标注任务管理,,界面上展示参与标注任务的人员列表
模型社区,数据集存储和分享平台,数据集管理界面,标注任务管理,,标注任务分析并自动分配
模型社区,数据集存储和分享平台,数据集管理界面,标注任务管理,,标注任务分析并提供跟踪预警
模型社区,数据集存储和分享平台,数据集管理界面,标注任务管理,,提供标注任务的审核功能
模型社区,数据集存储和分享平台,数据集管理界面,标注结果输出,,查看历史版本的标注结果
模型社区,数据集存储和分享平台,数据集存储和分享平台,数据集信息,,数据集详细信息
模型社区,数据集存储和分享平台,数据集存储和分享平台,数据集存储和分享,,数据集上传界面查看
模型社区,数据集存储和分享平台,数据集存储和分享平台,数据集存储和分享,,数据集上传审核界面
模型社区,数据集存储和分享平台,数据集存储和分享平台,数据集存储和分享,,用户可以为数据新增描述信息、标签、关键词
模型社区,数据集存储和分享平台,数据集存储和分享平台,数据集存储和分享,,支持大文件上传、分片上传功能
模型社区,数据集存储和分享平台,数据集存储和分享平台,发布数据集,,提供简便的发布界面发布数据集
模型社区,数据集存储和分享平台,数据集存储和分享平台,发布数据集,,提供简便的发布审核界面
模型社区,数据集存储和分享平台,数据集存储和分享平台,发布数据集,,用户可以选择将数据集设为公开或私有
模型社区,数据集存储和分享平台,数据集存储和分享平台,发布数据集,,用户可以更新已发布的数据集
模型社区,数据集存储和分享平台,数据集存储和分享平台,下载数据集,,数据集下载界面查看
模型社区,数据集存储和分享平台,数据集存储和分享平台,下载数据集,,控制下载权限-下载权限列表
模型社区,数据集存储和分享平台,数据集存储和分享平台,下载数据集,,配置控制下载权限-下载权限状态配置（公开\已申请\不予下载）
模型社区,数据集存储和分享平台,数据集存储和分享平台,下载数据集,,控制下载权限-下载权限申请审核
模型社区,数据集存储和分享平台,数据集存储和分享平台,下载数据集,,对用户下载数据集记录日志
模型社区,数据集存储和分享平台,数据集存储和分享平台,数据集浏览和搜索,,数据集列表查看
